hotelid,roomamenities,roomtype 
95,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes rack, Air conditioning, Additional toilet, LCD / LED Television with Satellite Channels, Fan, Kitchen, Refrigerator, Wi-Fi in public areas, Carpeting,",Queen Bed Room
95,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes rack, Air conditioning, Additional toilet, LCD / LED Television with Satellite Channels, Fan, Kitchen, Refrigerator, Wi-Fi in public areas, Carpeting,",Queen Bed Room
95,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes rack, Air conditioning, Additional toilet, LCD / LED Television with Satellite Channels, Fan, Kitchen, Refrigerator, Wi-Fi in public areas, Carpeting,",Queen Bed Room
95,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes rack, Air conditioning, Additional toilet, LCD / LED Television with Satellite Channels, Fan, Kitchen, Refrigerator, Wi-Fi in public areas, Carpeting,",Queen Bed Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Mosquito net, Free Wi-Fi in all rooms!, Wi-Fi in public areas, Wake-up service, Extra long bed, Towels, DVD/CD player, Free bottled water,",Single Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Mosquito net, Free Wi-Fi in all rooms!, Wi-Fi in public areas, Wake-up service, Extra long bed, Towels, DVD/CD player, Free bottled water,",Single Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Mosquito net, Free Wi-Fi in all rooms!, Wi-Fi in public areas, Wake-up service, Extra long bed, Towels, DVD/CD player, Free bottled water,",Single Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Mosquito net, Free Wi-Fi in all rooms!, Wi-Fi in public areas, Wake-up service, Extra long bed, Towels, DVD/CD player, Free bottled water,",Single Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Mosquito net, Free Wi-Fi in all rooms!, Wi-Fi in public areas, Wake-up service, Extra long bed, Towels, DVD/CD player, Free bottled water,",Single Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Linens, Internet access – wireless, Dart board, Mirror, LCD / LED Television with Satellite Channels, Carbon monoxide detector, Extra long bed, Cleaning products, Closet,",Apartments
96,"Free toiletries, Shower, Hand Towel, Bathroom, Linens, Internet access – wireless, Dart board, Mirror, LCD / LED Television with Satellite Channels, Carbon monoxide detector, Extra long bed, Cleaning products, Closet,",Apartments
96,"Free toiletries, Shower, Hand Towel, Bathroom, Linens, Internet access – wireless, Dart board, Mirror, LCD / LED Television with Satellite Channels, Carbon monoxide detector, Extra long bed, Cleaning products, Closet,",Apartments
96,"Free toiletries, Shower, Hand Towel, Bathroom, Linens, Internet access – wireless, Dart board, Mirror, LCD / LED Television with Satellite Channels, Carbon monoxide detector, Extra long bed, Cleaning products, Closet,",Apartments
96,"Free toiletries, Shower, Hand Towel, Bathroom, Linens, Internet access – wireless, Dart board, Mirror, LCD / LED Television with Satellite Channels, Carbon monoxide detector, Extra long bed, Cleaning products, Closet,",Apartments
96,"Free toiletries, Shower, Hand Towel, Bathroom, Refrigerator, Satellite/cable channels, Linens, Mirror, Fan, Additional toilet, Seating area, Cleaning products, Dressing room, In-room safe box,",Double Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Refrigerator, Satellite/cable channels, Linens, Mirror, Fan, Additional toilet, Seating area, Cleaning products, Dressing room, In-room safe box,",Double Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Refrigerator, Satellite/cable channels, Linens, Mirror, Fan, Additional toilet, Seating area, Cleaning products, Dressing room, In-room safe box,",Double Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Refrigerator, Satellite/cable channels, Linens, Mirror, Fan, Additional toilet, Seating area, Cleaning products, Dressing room, In-room safe box,",Double Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Refrigerator, Satellite/cable channels, Linens, Mirror, Fan, Additional toilet, Seating area, Cleaning products, Dressing room, In-room safe box,",Double Room
96,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, Slippers, Hot tub, Daily newspaper, Shoeshine kit, Carpeting, Kitchen, Ironing facilities, In-room tablet,",Suite
96,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, Slippers, Hot tub, Daily newspaper, Shoeshine kit, Carpeting, Kitchen, Ironing facilities, In-room tablet,",Suite
96,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, Slippers, Hot tub, Daily newspaper, Shoeshine kit, Carpeting, Kitchen, Ironing facilities, In-room tablet,",Suite
96,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, Slippers, Hot tub, Daily newspaper, Shoeshine kit, Carpeting, Kitchen, Ironing facilities, In-room tablet,",Suite
96,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, Slippers, Hot tub, Daily newspaper, Shoeshine kit, Carpeting, Kitchen, Ironing facilities, In-room tablet,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Closet, Separate living room, Laptop workspace, On-demand movies, Pets allowed in room, Toiletries, High floor, Wi-Fi [free],",Hollywood Twin Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Closet, Separate living room, Laptop workspace, On-demand movies, Pets allowed in room, Toiletries, High floor, Wi-Fi [free],",Hollywood Twin Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Closet, Separate living room, Laptop workspace, On-demand movies, Pets allowed in room, Toiletries, High floor, Wi-Fi [free],",Hollywood Twin Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Closet, Separate living room, Laptop workspace, On-demand movies, Pets allowed in room, Toiletries, High floor, Wi-Fi [free],",Hollywood Twin Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Closet, Separate living room, Laptop workspace, On-demand movies, Pets allowed in room, Toiletries, High floor, Wi-Fi [free],",Hollywood Twin Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Sofa, TV, Toiletries, Bathrobes, Air purifier, Towels,",Suite
97,"Free toiletries, Shower, Hand Towel, Bathroom, Locker, Washing machine, Interconnecting room(s) available, Closet, Refrigerator, Heating, Whirlpool bathtub, Daily newspaper, Clothes dryer, iPod docking station,",Single Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Locker, Washing machine, Interconnecting room(s) available, Closet, Refrigerator, Heating, Whirlpool bathtub, Daily newspaper, Clothes dryer, iPod docking station,",Single Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Locker, Washing machine, Interconnecting room(s) available, Closet, Refrigerator, Heating, Whirlpool bathtub, Daily newspaper, Clothes dryer, iPod docking station,",Single Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Locker, Washing machine, Interconnecting room(s) available, Closet, Refrigerator, Heating, Whirlpool bathtub, Daily newspaper, Clothes dryer, iPod docking station,",Single Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Locker, Washing machine, Interconnecting room(s) available, Closet, Refrigerator, Heating, Whirlpool bathtub, Daily newspaper, Clothes dryer, iPod docking station,",Single Room
97,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes dryer, Pets allowed in room, Extra long bed, Sofa, Complimentary tea, Heating, Electric blanket, Satellite/cable channels, Seating area,",Studio
97,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes dryer, Pets allowed in room, Extra long bed, Sofa, Complimentary tea, Heating, Electric blanket, Satellite/cable channels, Seating area,",Studio
97,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes dryer, Pets allowed in room, Extra long bed, Sofa, Complimentary tea, Heating, Electric blanket, Satellite/cable channels, Seating area,",Studio
97,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes dryer, Pets allowed in room, Extra long bed, Sofa, Complimentary tea, Heating, Electric blanket, Satellite/cable channels, Seating area,",Studio
97,"Free toiletries, Shower, Hand Towel, Bathroom, Clothes dryer, Pets allowed in room, Extra long bed, Sofa, Complimentary tea, Heating, Electric blanket, Satellite/cable channels, Seating area,",Studio
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Soundproofing, Whirlpool bathtub, Free instant coffee, Clothes rack, Interconnecting room(s) available, Hot tub, Daily newspaper, Wooden/parqueted flooring, Fire extinguisher,",Duplex Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Soundproofing, Whirlpool bathtub, Free instant coffee, Clothes rack, Interconnecting room(s) available, Hot tub, Daily newspaper, Wooden/parqueted flooring, Fire extinguisher,",Duplex Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Soundproofing, Whirlpool bathtub, Free instant coffee, Clothes rack, Interconnecting room(s) available, Hot tub, Daily newspaper, Wooden/parqueted flooring, Fire extinguisher,",Duplex Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Soundproofing, Whirlpool bathtub, Free instant coffee, Clothes rack, Interconnecting room(s) available, Hot tub, Daily newspaper, Wooden/parqueted flooring, Fire extinguisher,",Duplex Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Soundproofing, Whirlpool bathtub, Free instant coffee, Clothes rack, Interconnecting room(s) available, Hot tub, Daily newspaper, Wooden/parqueted flooring, Fire extinguisher,",Duplex Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Soundproofing, Wi-Fi [charges apply], Dressing room, Private entrance,",Hollywood Twin Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Soundproofing, Wi-Fi [charges apply], Dressing room, Private entrance,",Hollywood Twin Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Soundproofing, Wi-Fi [charges apply], Dressing room, Private entrance,",Hollywood Twin Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Soundproofing, Wi-Fi [charges apply], Dressing room, Private entrance,",Hollywood Twin Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Soundproofing, Wi-Fi [charges apply], Dressing room, Private entrance,",Hollywood Twin Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Free welcome drink, Wooden/parqueted flooring, Electric blanket, Smoke detector, Telephone, Extra long bed,",Queen Bed Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Fire extinguisher, DVD/CD player, Linens, Wi-Fi [charges apply], Bathrobes, Laptop safe box, Air conditioning,",Double Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Fire extinguisher, DVD/CD player, Linens, Wi-Fi [charges apply], Bathrobes, Laptop safe box, Air conditioning,",Double Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Fire extinguisher, DVD/CD player, Linens, Wi-Fi [charges apply], Bathrobes, Laptop safe box, Air conditioning,",Double Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Fire extinguisher, DVD/CD player, Linens, Wi-Fi [charges apply], Bathrobes, Laptop safe box, Air conditioning,",Double Room
98,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Fire extinguisher, DVD/CD player, Linens, Wi-Fi [charges apply], Bathrobes, Laptop safe box, Air conditioning,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Shoeshine kit, Free bottled water, Trouser press, Umbrella, Mini bar, Pets allowed in room,",Single Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Shoeshine kit, Free bottled water, Trouser press, Umbrella, Mini bar, Pets allowed in room,",Single Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Shoeshine kit, Free bottled water, Trouser press, Umbrella, Mini bar, Pets allowed in room,",Single Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Shoeshine kit, Free bottled water, Trouser press, Umbrella, Mini bar, Pets allowed in room,",Single Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Shoeshine kit, Free bottled water, Trouser press, Umbrella, Mini bar, Pets allowed in room,",Single Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Desk, Air conditioning, Sewing kit, iPod docking station, Additional toilet, Whirlpool bathtub,",Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Free welcome drink, Humidifier, Free instant coffee, Smoke detector, Carpeting, Heating, Fireplace, Mirror, Laptop safe box, High chair,",Twin Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Free welcome drink, Humidifier, Free instant coffee, Smoke detector, Carpeting, Heating, Fireplace, Mirror, Laptop safe box, High chair,",Twin Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Free welcome drink, Humidifier, Free instant coffee, Smoke detector, Carpeting, Heating, Fireplace, Mirror, Laptop safe box, High chair,",Twin Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Free welcome drink, Humidifier, Free instant coffee, Smoke detector, Carpeting, Heating, Fireplace, Mirror, Laptop safe box, High chair,",Twin Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Free welcome drink, Humidifier, Free instant coffee, Smoke detector, Carpeting, Heating, Fireplace, Mirror, Laptop safe box, High chair,",Twin Double Room
99,"Free toiletries, Shower, Hand Towel, Bathroom, Shoeshine kit, High chair, Sofa, Wardrobe or closet, Seating area, Additional bathroom, Dressing room,",Apartments
99,"Free toiletries, Shower, Hand Towel, Bathroom, Shoeshine kit, High chair, Sofa, Wardrobe or closet, Seating area, Additional bathroom, Dressing room,",Apartments
99,"Free toiletries, Shower, Hand Towel, Bathroom, Shoeshine kit, High chair, Sofa, Wardrobe or closet, Seating area, Additional bathroom, Dressing room,",Apartments
99,"Free toiletries, Shower, Hand Towel, Bathroom, Shoeshine kit, High chair, Sofa, Wardrobe or closet, Seating area, Additional bathroom, Dressing room,",Apartments
99,"Free toiletries, Shower, Hand Towel, Bathroom, Shoeshine kit, High chair, Sofa, Wardrobe or closet, Seating area, Additional bathroom, Dressing room,",Apartments
100,"Free toiletries, Shower, Hand Towel, Bathroom, LCD / LED Television with Satellite Channels, Clothes dryer, Kitchen, Free instant coffee, Wooden/parqueted flooring, Refrigerator,",Lanai
100,"Free toiletries, Shower, Hand Towel, Bathroom, LCD / LED Television with Satellite Channels, Clothes dryer, Kitchen, Free instant coffee, Wooden/parqueted flooring, Refrigerator,",Lanai
100,"Free toiletries, Shower, Hand Towel, Bathroom, LCD / LED Television with Satellite Channels, Clothes dryer, Kitchen, Free instant coffee, Wooden/parqueted flooring, Refrigerator,",Lanai
100,"Free toiletries, Shower, Hand Towel, Bathroom, LCD / LED Television with Satellite Channels, Clothes dryer, Kitchen, Free instant coffee, Wooden/parqueted flooring, Refrigerator,",Lanai
100,"Free toiletries, Shower, Hand Towel, Bathroom, LCD / LED Television with Satellite Channels, Clothes dryer, Kitchen, Free instant coffee, Wooden/parqueted flooring, Refrigerator,",Lanai
100,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Heating, iPod docking station, Locker, Smoke detector, Coffee/tea maker, Wi-Fi in public areas, Full kitchen, Scale,",Single Room
100,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Heating, iPod docking station, Locker, Smoke detector, Coffee/tea maker, Wi-Fi in public areas, Full kitchen, Scale,",Single Room
100,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Heating, iPod docking station, Locker, Smoke detector, Coffee/tea maker, Wi-Fi in public areas, Full kitchen, Scale,",Single Room
100,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Heating, iPod docking station, Locker, Smoke detector, Coffee/tea maker, Wi-Fi in public areas, Full kitchen, Scale,",Single Room
100,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Heating, iPod docking station, Locker, Smoke detector, Coffee/tea maker, Wi-Fi in public areas, Full kitchen, Scale,",Single Room
100,"Free toiletries, Shower, Hand Towel, Bathroom, Internet access – wireless, High floor, Hot tub, Pets allowed in room, Full kitchen, Dart board,",Suite
100,"Free toiletries, Shower, Hand Towel, Bathroom, Internet access – wireless, High floor, Hot tub, Pets allowed in room, Full kitchen, Dart board,",Suite
100,"Free toiletries, Shower, Hand Towel, Bathroom, Internet access – wireless, High floor, Hot tub, Pets allowed in room, Full kitchen, Dart board,",Suite
100,"Free toiletries, Shower, Hand Towel, Bathroom, Internet access – wireless, High floor, Hot tub, Pets allowed in room, Full kitchen, Dart board,",Suite
100,"Free toiletries, Shower, Hand Towel, Bathroom, Internet access – wireless, High floor, Hot tub, Pets allowed in room, Full kitchen, Dart board,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Private entrance, Daily newspaper, Laptop safe box, Wi-Fi [charges apply], Daily housekeeping, Toiletries, Bathrobes,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Private entrance, Daily newspaper, Laptop safe box, Wi-Fi [charges apply], Daily housekeeping, Toiletries, Bathrobes,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Private entrance, Daily newspaper, Laptop safe box, Wi-Fi [charges apply], Daily housekeeping, Toiletries, Bathrobes,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Private entrance, Daily newspaper, Laptop safe box, Wi-Fi [charges apply], Daily housekeeping, Toiletries, Bathrobes,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Private entrance, Daily newspaper, Laptop safe box, Wi-Fi [charges apply], Daily housekeeping, Toiletries, Bathrobes,",Suite
101,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Daily housekeeping, Extra long bed, LCD / LED Television with Satellite Channels, Hair dryer,",Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Daily housekeeping, Extra long bed, LCD / LED Television with Satellite Channels, Hair dryer,",Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Daily housekeeping, Extra long bed, LCD / LED Television with Satellite Channels, Hair dryer,",Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Daily housekeeping, Extra long bed, LCD / LED Television with Satellite Channels, Hair dryer,",Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Electric blanket, Daily housekeeping, Extra long bed, LCD / LED Television with Satellite Channels, Hair dryer,",Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, TV, Additional toilet, Separate living room, Air conditioning, Clothes rack, Sofa, Wi-Fi [charges apply], Electric blanket,",Apartments
101,"Free toiletries, Shower, Hand Towel, Bathroom, TV, Additional toilet, Separate living room, Air conditioning, Clothes rack, Sofa, Wi-Fi [charges apply], Electric blanket,",Apartments
101,"Free toiletries, Shower, Hand Towel, Bathroom, TV, Additional toilet, Separate living room, Air conditioning, Clothes rack, Sofa, Wi-Fi [charges apply], Electric blanket,",Apartments
101,"Free toiletries, Shower, Hand Towel, Bathroom, TV, Additional toilet, Separate living room, Air conditioning, Clothes rack, Sofa, Wi-Fi [charges apply], Electric blanket,",Apartments
101,"Free toiletries, Shower, Hand Towel, Bathroom, TV, Additional toilet, Separate living room, Air conditioning, Clothes rack, Sofa, Wi-Fi [charges apply], Electric blanket,",Apartments
101,"Free toiletries, Shower, Hand Towel, Bathroom, Additional toilet, In-room tablet, Dart board, TV, High floor, Sofa,",Twin Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Additional toilet, In-room tablet, Dart board, TV, High floor, Sofa,",Twin Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Additional toilet, In-room tablet, Dart board, TV, High floor, Sofa,",Twin Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Additional toilet, In-room tablet, Dart board, TV, High floor, Sofa,",Twin Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Additional toilet, In-room tablet, Dart board, TV, High floor, Sofa,",Twin Double Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi in public areas, Mirror, Locker, Clothes dryer, LCD / LED Television with Satellite Channels, Electric blanket, Closet, Linens, Microwave, Cleaning products,",Single Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi in public areas, Mirror, Locker, Clothes dryer, LCD / LED Television with Satellite Channels, Electric blanket, Closet, Linens, Microwave, Cleaning products,",Single Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi in public areas, Mirror, Locker, Clothes dryer, LCD / LED Television with Satellite Channels, Electric blanket, Closet, Linens, Microwave, Cleaning products,",Single Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi in public areas, Mirror, Locker, Clothes dryer, LCD / LED Television with Satellite Channels, Electric blanket, Closet, Linens, Microwave, Cleaning products,",Single Room
101,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi in public areas, Mirror, Locker, Clothes dryer, LCD / LED Television with Satellite Channels, Electric blanket, Closet, Linens, Microwave, Cleaning products,",Single Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Fire extinguisher, Umbrella, Video game console, Additional toilet, Laptop safe box, Ironing facilities, Clothes dryer, Bathroom phone, Wooden/parqueted flooring,",Duplex Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Fire extinguisher, Umbrella, Video game console, Additional toilet, Laptop safe box, Ironing facilities, Clothes dryer, Bathroom phone, Wooden/parqueted flooring,",Duplex Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Fire extinguisher, Umbrella, Video game console, Additional toilet, Laptop safe box, Ironing facilities, Clothes dryer, Bathroom phone, Wooden/parqueted flooring,",Duplex Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Fire extinguisher, Umbrella, Video game console, Additional toilet, Laptop safe box, Ironing facilities, Clothes dryer, Bathroom phone, Wooden/parqueted flooring,",Duplex Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Fire extinguisher, Umbrella, Video game console, Additional toilet, Laptop safe box, Ironing facilities, Clothes dryer, Bathroom phone, Wooden/parqueted flooring,",Duplex Room
102,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Locker, Full kitchen, Umbrella, Fireplace, Trouser press,",Lanai
102,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Locker, Full kitchen, Umbrella, Fireplace, Trouser press,",Lanai
102,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Locker, Full kitchen, Umbrella, Fireplace, Trouser press,",Lanai
102,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Locker, Full kitchen, Umbrella, Fireplace, Trouser press,",Lanai
102,"Free toiletries, Shower, Hand Towel, Bathroom, Satellite/cable channels, Locker, Full kitchen, Umbrella, Fireplace, Trouser press,",Lanai
102,"Free toiletries, Shower, Hand Towel, Bathroom, Daily housekeeping, Microwave, iPod docking station, Pets allowed in room, Sewing kit, Free Wi-Fi in all rooms!, High chair, Cleaning products, Laptop workspace, In-room tablet,",Studio
102,"Free toiletries, Shower, Hand Towel, Bathroom, Daily housekeeping, Microwave, iPod docking station, Pets allowed in room, Sewing kit, Free Wi-Fi in all rooms!, High chair, Cleaning products, Laptop workspace, In-room tablet,",Studio
102,"Free toiletries, Shower, Hand Towel, Bathroom, Daily housekeeping, Microwave, iPod docking station, Pets allowed in room, Sewing kit, Free Wi-Fi in all rooms!, High chair, Cleaning products, Laptop workspace, In-room tablet,",Studio
102,"Free toiletries, Shower, Hand Towel, Bathroom, Daily housekeeping, Microwave, iPod docking station, Pets allowed in room, Sewing kit, Free Wi-Fi in all rooms!, High chair, Cleaning products, Laptop workspace, In-room tablet,",Studio
102,"Free toiletries, Shower, Hand Towel, Bathroom, Daily housekeeping, Microwave, iPod docking station, Pets allowed in room, Sewing kit, Free Wi-Fi in all rooms!, High chair, Cleaning products, Laptop workspace, In-room tablet,",Studio
